0,1,0,37,42,24,24,49114889
1,1,0,7,22,24,24,30948424
2,1,0,30,41,24,24,23951122
3,1,0,5,60,24,24,1592580
4,1,999,30,5,4620,-1,22657533
5,1,0,32,59,24,24,20275038
6,1,999,50,56,9240,-1,40071385
7,1,0,47,23,24,24,47127036
8,1,999,4,24,4620,-1,12335220
9,1,999,8,26,4620,-1,20628671
10,1,0,18,63,24,24,37061501
11,1,999,17,25,4620,-1,22687082
12,1,0,9,39,24,24,27878908
13,1,999,49,55,4620,-1,13448119
14,1,999,24,58,4620,-1,20900829
15,1,0,35,2,24,24,23816760
16,1,999,1,16,4620,-1,6831389
17,1,999,52,12,4620,-1,35061728
18,1,999,48,60,26180,-1,26338640
19,1,999,29,36,4620,-1,21140508
20,1,0,14,38,24,24,42009811
21,1,999,24,20,4620,-1,22180741
22,1,0,9,3,24,24,458565
23,1,999,45,13,30800,-1,46862726
24,1,0,14,19,24,24,23794610
25,1,999,53,48,4620,-1,18940407
26,1,0,56,34,24,24,2115127
27,1,0,37,15,24,24,30015441
28,1,0,33,49,24,24,24575296
29,1,999,28,63,4620,-1,3687986
30,1,999,11,43,4620,-1,13122766
31,1,0,34,19,24,24,48288840
32,1,0,3,62,24,24,33099283
33,1,0,35,45,24,24,30747370
34,1,999,36,33,4620,-1,49497074
35,1,0,19,39,24,24,47591182
36,1,0,47,18,24,24,26379115
37,0,-1,45,1,14690,-1,104148668
38,1,999,15,20,4620,-1,13570880
39,1,0,19,36,24,24,32801621
40,1,0,27,33,24,24,43708836
41,1,999,52,25,4620,-1,44077137
42,1,0,41,20,24,24,30322329
43,1,999,42,44,4620,-1,20905478
44,1,0,49,62,24,24,9755903
45,1,999,57,63,4620,-1,44731581
46,1,999,44,0,4620,-1,9709418
47,1,0,0,23,24,24,9974722
48,1,0,15,13,24,24,27909489
49,1,999,31,18,4620,-1,35398907
50,1,0,51,31,24,24,5713329
51,1,0,31,45,24,24,22462345
52,1,999,53,2,4620,-1,301369
53,1,999,29,51,83160,-1,46155885
54,1,999,20,59,4620,-1,10185813
55,1,999,30,60,4620,-1,5180497
56,1,0,20,18,24,24,50782335
57,1,0,3,4,24,24,34604178
58,1,999,35,20,4620,-1,18643771
59,1,0,10,29,24,24,24669701
60,1,0,54,12,24,24,1936113
61,1,999,20,46,4620,-1,3337253
62,1,0,10,5,24,24,5466877
63,1,999,13,30,78540,-1,34268607
64,1,0,28,43,24,24,42102648
65,1,0,19,52,24,24,43193917
66,1,999,42,8,4620,-1,15672224
67,1,0,48,60,24,24,48847307
68,1,0,0,26,24,24,22773371
69,1,999,52,49,78540,-1,43784788
70,1,0,25,48,24,24,39395978
71,1,999,52,55,4620,-1,16805324
72,1,999,48,13,4620,-1,1966070
73,1,999,63,9,4620,-1,37860134
74,1,0,16,35,24,24,22587111
75,1,999,45,13,4620,-1,29881412
76,1,999,38,5,4620,-1,8317528
77,1,999,38,10,4620,-1,15316178
78,1,0,20,10,24,24,41873035
79,1,999,30,3,73920,-1,45873937
80,1,999,11,56,4620,-1,26133449
81,1,0,14,54,24,24,1654745
82,1,0,5,49,24,24,25481213
83,1,0,50,18,24,24,49577705
84,1,999,38,1,4620,-1,15826571
85,1,999,22,60,18480,-1,3946618
86,1,0,25,20,24,24,36386206
87,1,0,44,11,24,24,6105925
88,1,0,13,6,24,24,45686638
89,1,999,22,32,4620,-1,42730758
90,1,0,2,43,24,24,10378838
91,1,999,6,61,4620,-1,6200654
92,1,0,0,2,24,24,35737991
93,1,999,29,0,4620,-1,50382080
94,1,0,38,39,24,24,21825970
95,1,0,36,37,24,24,46916217
96,1,0,24,39,24,24,43598866
97,1,999,15,57,4620,-1,47700079
98,1,999,9,41,26180,-1,1385337
99,1,0,50,49,24,24,45492575
100,1,999,33,57,4620,-1,17414473
101,1,999,14,61,4620,-1,7931783
102,1,0,3,52,24,24,29217984
103,1,999,32,3,4620,-1,18996049
104,1,0,28,61,24,24,44005488
105,1,999,7,39,4620,-1,24610392
106,1,999,51,13,9240,-1,29182237
107,1,0,41,58,24,24,32381381
108,1,999,0,58,4620,-1,41702014
109,1,0,56,55,24,24,27183691
110,1,0,14,5,24,24,19554935
111,1,0,39,29,24,24,643654
112,1,0,52,56,24,24,19689628
113,1,999,49,6,4620,-1,48717755
114,1,999,59,40,4620,-1,26994581
115,1,999,33,3,4620,-1,6270845
116,1,0,52,50,24,24,32645980
117,1,999,2,8,4620,-1,44678368
118,1,999,22,45,4620,-1,50632363
119,1,0,46,32,24,24,16226580
120,1,0,43,44,24,24,14346824
121,1,0,29,38,24,24,16138530
122,1,0,37,10,24,24,16636624
123,1,0,48,56,24,24,29946757
124,1,999,4,16,4620,-1,10167265
125,1,999,16,54,4620,-1,31313736
126,1,0,61,58,24,24,6672724
127,1,999,18,15,4620,-1,7690661
128,1,999,56,21,4620,-1,32862312
129,1,0,42,40,24,24,39521735
130,1,999,14,10,73920,-1,22934550
131,1,0,16,57,24,24,13455550
132,1,0,61,16,24,24,1137319
133,1,999,37,20,4620,-1,36497659
134,1,999,30,1,4620,-1,21052347
135,1,999,38,17,4620,-1,29603646
136,1,0,50,8,24,24,35532380
137,1,999,11,12,69300,-1,22018379
138,1,0,19,20,24,24,24315720
139,1,0,18,32,24,24,8379030
140,1,0,36,21,24,24,10673764
141,1,0,20,47,24,24,46099694
142,1,0,58,41,24,24,46231902
143,1,0,52,55,24,24,11699788
144,1,999,37,11,4620,-1,18264000
145,1,999,41,10,4620,-1,24262857
146,1,0,38,43,24,24,34570298
147,1,999,36,38,4620,-1,26685387
148,1,999,23,48,4620,-1,48004285
149,1,0,50,25,24,24,17510137
150,1,999,10,6,4620,-1,40216717
151,1,0,28,45,24,24,41397341
152,1,999,3,58,4620,-1,5203402
153,1,0,14,6,24,24,33142683
154,1,0,17,26,24,24,12266031
155,1,0,38,26,24,24,13805814
156,0,-1,48,15,5186,-1,129106118
157,1,999,47,50,4620,-1,6170143
158,1,999,11,41,4620,-1,22957520
159,1,999,50,22,4620,-1,44797989
160,1,0,17,37,24,24,24991303
161,1,999,42,53,4620,-1,24804208
162,1,999,45,52,4620,-1,23929771
163,1,0,16,5,24,24,47299638
164,1,999,17,57,52360,-1,27412567
165,1,999,44,49,4620,-1,41741817
166,1,999,24,39,4620,-1,40105665
167,1,999,0,2,18480,-1,26509821
168,1,999,36,47,4620,-1,16842545
169,1,0,38,39,24,24,33631287
170,1,999,16,33,4620,-1,21179863
171,1,999,13,62,4620,-1,44749683
172,1,999,51,22,78540,-1,42324518
173,1,999,45,4,4620,-1,14837381
174,1,999,2,11,4620,-1,16375169
175,1,999,18,60,4620,-1,1806945
176,1,0,15,7,24,24,31065702
177,1,999,31,24,83160,-1,45377367
178,1,0,22,39,24,24,23663707
179,1,999,32,24,4620,-1,36158471
180,1,0,52,34,24,24,14799740
181,1,999,28,54,4620,-1,24900099
182,1,999,18,51,4620,-1,49694519
183,1,999,35,48,4620,-1,33288190
184,1,999,10,52,4620,-1,43777541
185,1,0,25,47,24,24,17057817
186,1,0,43,59,24,24,43126651
187,1,0,20,44,24,24,28060170
188,1,999,26,61,47740,-1,22052194
189,1,999,23,61,4620,-1,11078926
190,1,999,35,62,4620,-1,23520650
191,1,0,35,3,24,24,33193426
192,1,999,43,14,4620,-1,21619129
193,1,999,5,9,4620,-1,12507276
194,1,999,41,17,4620,-1,42054995
195,1,999,0,5,4620,-1,14971592
196,1,0,18,14,24,24,32222941
197,1,0,9,15,24,24,9828320
198,1,999,42,38,4620,-1,9701060
199,1,999,26,60,4620,-1,23784078
200,1,999,37,40,9240,-1,39183710
201,1,0,32,62,24,24,5580140
202,1,999,22,56,4620,-1,7189244
203,1,0,55,11,24,24,11216522
204,1,0,12,18,24,24,31400634
205,1,999,27,49,4620,-1,29974998
206,1,0,49,34,24,24,50262839
207,1,0,17,18,24,24,31954587
208,1,0,32,6,24,24,41278781
209,1,999,20,48,4620,-1,21547961
210,1,999,18,3,4620,-1,21604613
211,1,0,19,53,24,24,7071444
212,1,999,36,0,4620,-1,27142833
213,1,999,34,44,4620,-1,5469427
214,1,999,22,40,4620,-1,702399
215,1,999,58,10,4620,-1,20834259
216,1,999,5,60,4620,-1,49304726
217,1,999,18,54,4620,-1,44783533
218,1,0,20,48,24,24,47419579
219,1,999,28,19,4620,-1,31239876
220,1,999,62,45,4620,-1,9641684
221,1,0,20,54,24,24,13939568
222,1,0,40,12,24,24,48541171
223,1,0,38,61,24,24,31234070
224,1,0,29,52,24,24,47655351
225,1,0,61,20,24,24,20001387
226,1,0,22,18,24,24,45865785
227,1,999,49,3,4620,-1,42658052
228,1,999,35,22,4620,-1,25774463
229,1,0,35,57,24,24,11693489
230,1,0,42,1,24,24,4812577
231,1,999,55,46,4620,-1,1336019
232,1,0,4,15,24,24,32022801
233,1,999,0,62,4620,-1,48938271
234,1,999,38,34,4620,-1,6097533
235,1,999,27,39,4620,-1,1482284
236,1,999,11,50,4620,-1,24678053
237,1,0,6,48,24,24,12504172
238,1,0,57,60,24,24,45423616
239,1,0,40,10,24,24,50095616
240,1,999,56,14,4620,-1,9173557
241,1,999,26,6,4620,-1,27974934
242,1,999,16,0,4620,-1,44740280
243,1,999,33,35,4620,-1,27775957
244,1,0,48,35,24,24,41758924
245,1,0,45,25,24,24,19942514
246,1,0,31,47,24,24,1941778
247,1,0,26,34,24,24,31518081
248,1,999,47,56,4620,-1,14315292
249,1,0,49,41,24,24,14002517
250,1,999,51,42,4620,-1,31765028
251,1,0,27,21,24,24,40145838
252,1,0,44,12,24,24,11175873
253,1,0,40,1,24,24,49799202
254,1,999,19,6,4620,-1,51075911
255,1,0,7,58,24,24,24685517
256,1,999,5,2,4620,-1,43008974
257,1,0,16,48,24,24,253280
258,1,0,58,57,24,24,24263807
259,1,999,58,46,4620,-1,46387887
260,1,999,44,58,4620,-1,34312059
261,1,999,31,54,4620,-1,8821039
262,1,0,2,29,24,24,46303427
263,1,999,56,58,4620,-1,37966151
264,1,0,29,53,24,24,25850628
265,1,999,39,6,4620,-1,2712059
266,1,999,23,1,4620,-1,26431709
267,1,999,59,15,4620,-1,12060890
268,1,999,31,53,4620,-1,12113343
269,1,999,4,62,4620,-1,48951139
270,1,0,49,20,24,24,1367657
271,1,999,0,52,4620,-1,29349072
272,1,0,35,56,24,24,44184559
273,1,999,19,22,4620,-1,25993719
274,1,999,34,55,4620,-1,17756373
275,1,0,26,52,24,24,289600
276,1,999,59,14,4620,-1,15772011
277,1,0,13,59,24,24,25491721
278,1,999,51,52,4620,-1,48050048
279,1,0,63,14,24,24,28681784
280,1,0,23,42,24,24,40824769
281,1,999,0,4,9240,-1,20997975
282,1,999,63,30,69300,-1,40795591
283,1,0,2,5,24,24,37110323
284,1,0,44,61,24,24,44357574
285,1,999,34,55,4620,-1,51085635
286,1,0,9,60,24,24,16776796
287,1,0,56,49,24,24,6601987
288,1,999,56,0,4620,-1,6614765
289,1,0,20,63,24,24,45633079
290,1,999,0,57,4620,-1,8939187
291,1,0,13,23,24,24,32089078
292,1,0,48,24,24,24,36108964
293,1,0,13,14,24,24,7723407
294,1,0,51,41,24,24,44665252
295,1,999,6,56,4620,-1,33690497
296,1,999,23,48,4620,-1,33871355
297,1,999,33,62,4620,-1,23592600
298,1,0,17,32,24,24,46618784
299,1,0,4,32,24,24,39315570
