0,75,93,1460,9.52571355128384e-13
1,120,127,1460,9.11959396887596e-12
2,49,25,1460,3.57673890505339e-11
3,18,41,1460,3.99456023814082e-11
4,10,113,1460,4.09454692373856e-11
5,13,52,1460,4.34385860614839e-11
6,14,88,1460,5.87347948055594e-11
7,44,89,1460,6.56112941754827e-11
8,14,70,1460,6.91295909405198e-11
9,129,27,1460,7.01088076482392e-11
10,100,65,1460,7.02620184256375e-11
11,99,48,1460,7.18578530012337e-11
12,87,123,1460,7.37336858236404e-11
13,2,45,1460,8.92208529279515e-11
14,75,113,1460,9.44810896186254e-11
15,87,41,1460,9.81592584992086e-11
16,70,111,1460,9.85611592341229e-11
17,52,26,1460,1.09725117880544e-10
18,24,42,1460,1.13720588501565e-10
19,35,36,1460,1.22051480033747e-10
20,42,113,1460,1.28670185617352e-10
21,99,61,1460,1.33376198974133e-10
22,116,125,1460,1.34776190208186e-10
23,56,123,1460,1.3526646469586e-10
24,121,36,1460,1.36462174893381e-10
25,42,112,1460,1.37640121522509e-10
26,131,93,1460,1.43793865703401e-10
27,105,120,1460,1.47101220093759e-10
28,58,98,1460,1.54735113611082e-10
29,17,127,1460,1.73473457820705e-10
30,47,119,1460,1.75515602052201e-10
31,121,119,1460,1.7700019228073e-10
32,70,63,1460,1.81651138575489e-10
33,34,5,1460,1.8683321556523e-10
34,114,26,1460,1.91427762530338e-10
35,128,114,1460,1.93147942084693e-10
36,138,87,1460,2.01337613248143e-10
37,78,138,1460,2.03502104056952e-10
38,102,40,1460,2.05857553225997e-10
39,59,19,1460,2.09916750648631e-10
40,42,73,1460,2.12863282555986e-10
41,5,33,1460,2.1859825061199e-10
42,106,65,1460,2.18693063658293e-10
43,75,70,1460,2.26804353076204e-10
44,67,56,1460,2.29845253940653e-10
45,101,103,1460,2.35797381620273e-10
46,131,50,1460,2.37406538872165e-10
47,139,91,1460,2.49730458534714e-10
48,10,76,1460,2.50074627672348e-10
49,58,133,1460,2.54499088470084e-10
50,116,7,1460,2.64515298553647e-10
51,46,111,1460,2.75360845236605e-10
52,20,58,1460,2.75960587714508e-10
53,64,7,1460,2.82611267721222e-10
54,55,40,1460,2.83500778408552e-10
55,83,65,1460,2.90324431162503e-10
56,97,56,1460,2.95624413837459e-10
57,33,126,1460,2.96755509054947e-10
58,16,40,1460,2.99920976942758e-10
59,36,23,1460,3.06231706659332e-10
60,44,35,1460,3.07865510862371e-10
61,76,72,1460,3.20736104342245e-10
62,77,5,1460,3.21121795821e-10
63,94,76,1460,3.22559756682494e-10
64,31,77,1460,3.32535776692566e-10
65,114,0,1460,3.38560512957997e-10
66,3,114,1460,3.46958239916262e-10
67,48,44,1460,3.68943320339099e-10
68,31,120,1460,3.69902108943165e-10
69,83,20,1460,3.75328657042928e-10
70,68,108,1460,3.75484976444795e-10
71,90,33,1460,3.84678511267111e-10
72,115,55,1460,3.86684684272609e-10
73,97,49,1460,3.92584187380862e-10
74,22,31,1460,4.00773414455102e-10
75,120,49,1460,4.07285316583739e-10
76,35,139,1460,4.11171097169927e-10
77,51,116,1460,4.17700984911562e-10
78,8,25,1460,4.18979073657511e-10
79,130,80,1460,4.21477075462917e-10
80,137,67,1460,4.21878088019412e-10
81,65,90,1460,4.32098135050296e-10
82,80,36,1460,4.4286685429995e-10
83,74,77,1460,4.59272619934836e-10
84,47,90,1460,4.766467220918e-10
85,9,72,1460,4.81478412694969e-10
86,143,69,1460,4.82110351640586e-10
87,116,42,1460,4.84121631671997e-10
88,36,33,1460,4.90207208159177e-10
89,23,130,1460,4.98311170105126e-10
90,67,118,1460,5.0057957778904e-10
91,7,40,1460,5.0215032132428e-10
92,86,30,1460,5.02577535144155e-10
93,4,3,1460,5.15872899953251e-10
94,69,90,1460,5.16831910601923e-10
95,66,139,1460,5.19614351546238e-10
96,86,142,1460,5.21804377484614e-10
97,33,122,1460,5.31253929736408e-10
98,19,30,1460,5.53869394792628e-10
99,9,74,1460,5.53904921929416e-10
100,28,91,1460,5.56712231869483e-10
101,82,62,1460,5.58825208329949e-10
102,10,28,1460,5.59309265568686e-10
103,19,89,1460,5.62750734900419e-10
104,127,138,1460,5.70574032465743e-10
105,139,69,1460,5.79207348749833e-10
106,68,94,1460,5.81337644689484e-10
107,102,10,1460,5.88385784539014e-10
108,28,80,1460,6.00316463206241e-10
109,27,113,1460,6.01539484890168e-10
110,69,128,1460,6.0717431082935e-10
111,133,129,1460,6.07325523205304e-10
112,57,30,1460,6.1019678199159e-10
113,127,79,1460,6.13520789727318e-10
114,119,111,1460,6.20949291985085e-10
115,79,27,1460,6.21741991224667e-10
116,108,119,1460,6.22345508460853e-10
117,80,118,1460,6.27319751700384e-10
118,63,11,1460,6.29554186559744e-10
119,77,102,1460,6.29645224847764e-10
120,20,31,1460,6.32259578026151e-10
121,78,16,1460,6.33516572534631e-10
122,11,72,1460,6.47090825367513e-10
123,45,98,1460,6.48636477862397e-10
124,69,60,1460,6.51131371043334e-10
125,53,0,1460,6.51177778365764e-10
126,28,48,1460,6.54194920457485e-10
127,104,38,1460,6.56351417660517e-10
128,86,39,1460,6.59493570864811e-10
129,27,10,1460,6.62662813510906e-10
130,137,38,1460,6.75111744286028e-10
131,69,41,1460,6.80575151790208e-10
132,42,72,1460,6.83770817744289e-10
133,142,74,1460,6.92458312911981e-10
134,90,93,1460,6.96131596811256e-10
135,24,75,1460,7.03137326141245e-10
136,33,70,1460,7.05729696903745e-10
137,92,95,1460,7.15284720342879e-10
138,36,143,1460,7.15940640105828e-10
139,36,26,1460,7.18477499717096e-10
140,94,129,1460,7.19008630412077e-10
141,79,35,1460,7.22829573973627e-10
142,5,95,1460,7.34065475072043e-10
143,32,78,1460,7.38707983671816e-10
144,58,54,1460,7.4189299148486e-10
145,89,42,1460,7.45880912589314e-10
146,64,138,1460,7.54085238696689e-10
147,12,97,1460,7.60860263682162e-10
148,2,8,1460,7.63187513186381e-10
149,41,64,1460,7.66464669510469e-10
150,120,123,1460,7.6789841152447e-10
151,115,16,1460,7.73463515457706e-10
152,140,7,1460,7.7921336050224e-10
153,107,88,1460,7.81814391004332e-10
154,133,92,1460,7.86334775071396e-10
155,53,98,1460,7.93769716622705e-10
156,131,66,1460,7.97690358211867e-10
157,142,24,1460,7.98400456858417e-10
158,31,15,1460,8.01715138720738e-10
159,47,33,1460,8.0512907452146e-10
160,22,0,1460,8.083724800656e-10
161,15,100,1460,8.10857603283921e-10
162,2,17,1460,8.12568679009473e-10
163,29,4,1460,8.13501488394763e-10
164,117,85,1460,8.16110956591842e-10
165,21,8,1460,8.18109580080773e-10
166,66,26,1460,8.28965118770952e-10
167,72,77,1460,8.32696134267508e-10
168,29,65,1460,8.36039459883864e-10
169,100,14,1460,8.3705864462047e-10
170,111,113,1460,8.38499714106433e-10
171,55,10,1460,8.38924041346445e-10
172,24,84,1460,8.44211145434315e-10
173,9,141,1460,8.53050297067171e-10
174,47,100,1460,8.53260129218825e-10
175,91,44,1460,8.54920578774454e-10
176,90,0,1460,8.56966941853443e-10
177,67,65,1460,8.57607096449442e-10
178,102,29,1460,8.63139781870359e-10
179,36,21,1460,8.73012995228351e-10
180,54,112,1460,8.82473649710391e-10
181,71,48,1460,8.84106343690405e-10
182,46,76,1460,8.87047990616452e-10
183,102,35,1460,8.9191121155352e-10
184,56,19,1460,9.0045526590643e-10
185,2,48,1460,9.02408814340561e-10
186,88,106,1460,9.04307073668065e-10
187,94,6,1460,9.15152398306418e-10
188,56,142,1460,9.19287090894727e-10
189,53,81,1460,9.2095042703022e-10
190,109,96,1460,9.22901755018302e-10
191,101,129,1460,9.32521171392864e-10
192,88,105,1460,9.34014421360985e-10
193,143,17,1460,9.41456246295047e-10
194,18,91,1460,9.42921740687552e-10
195,95,34,1460,9.49491596458074e-10
196,17,43,1460,9.56268619844991e-10
197,11,43,1460,9.7359742490255e-10
198,107,62,1460,9.75380887169308e-10
199,92,59,1460,9.93418902694998e-10
200,137,133,1460,9.98508387084485e-10
201,81,34,1460,1.00022501392516e-09
202,66,130,1460,1.00840935601809e-09
203,73,122,1460,1.00862118657119e-09
204,117,120,1460,1.00886365927977e-09
205,12,42,1460,1.01360120297045e-09
206,26,17,1460,1.03007580243286e-09
207,19,39,1460,1.0445948550597e-09
208,118,27,1460,1.0493064195316e-09
209,7,88,1460,1.05194675192877e-09
210,88,113,1460,1.05837671959819e-09
211,119,27,1460,1.06071174066358e-09
212,117,54,1460,1.08044306834643e-09
213,127,140,1460,1.08304165635786e-09
214,46,121,1460,1.083660938761e-09
215,81,24,1460,1.08590492153837e-09
216,125,123,1460,1.08670450416071e-09
217,106,91,1460,1.09108544421588e-09
218,49,87,1460,1.09190079200516e-09
219,41,134,1460,1.097087309887e-09
220,121,78,1460,1.10064535263632e-09
221,121,141,1460,1.10159414923316e-09
222,56,90,1460,1.1108787223435e-09
223,81,44,1460,1.11241349465274e-09
224,75,25,1460,1.11314402140295e-09
225,28,75,1460,1.11365849875256e-09
226,123,41,1460,1.11522124868202e-09
227,50,38,1460,1.12807607699494e-09
228,23,113,1460,1.12831499698984e-09
229,32,136,1460,1.13058717943204e-09
230,123,102,1460,1.14251519356401e-09
231,89,136,1460,1.14612253021562e-09
232,63,134,1460,1.14707066067865e-09
233,31,114,1460,1.15089093810639e-09
234,46,64,1460,1.15422182922487e-09
235,130,51,1460,1.15819642765302e-09
236,4,38,1460,1.16172493846989e-09
237,98,24,1460,1.17123089005133e-09
238,91,40,1460,1.17655063469613e-09
239,87,64,1460,1.1815042277874e-09
240,141,91,1460,1.18477405663953e-09
241,131,82,1460,1.20533494296637e-09
242,41,30,1460,1.20644449985718e-09
243,92,23,1460,1.20724541474715e-09
244,42,39,1460,1.21611631875851e-09
245,129,104,1460,1.2312282304805e-09
